ID	page	entry	dutch	english	indonesian	form	variant_ID	form_common_transcription	form_common_segments	form_ipa_segments	crossref_form	crossref_common_transcription	crossref_common_segments	crossref_ID	crossref_ipa_segments	comment
1103	505	K	gezegd van eene rivier , die niet te diep is om te worden doorwaad	said of a river , which is not to deep to wade through	mengatakan tentang sebuah sungai, yang tidak terlalu dalam untuk diarungi	kiepiepie	359	kipipi	k i p i p i	k i p i p i						
1104	505	K	tam , mak	tame , tame	jinak, jinak	kiepoäka		kipo'aka	k i p o ' a k a	k i p o ʔ a k a						
1105	505	K	gebarsten , gespleten , gekloofd	cracked , split , cleaved	retak, terbelah, terbelah	kiepoäraq	384	kipo'ara'	k i p o ' a r a '	k i p o ʔ a r a ʔ						
1106	505	K	ontspruiten , groeien , ontstaan	sprout , grow , emerge	bertunas, tumbuh, muncul	kiepoedieka	385	kipudika	k i p u d i k a	k i p u d i k a						
1107	505	K	opborrelen van kokend water	bubbling of boiling water	gelembung air mendidih	kiepoefoe	361	kipufu	k i p u f u	k i p u f u						
1108	505	K	neerkomen , vallen	come down , fall	turun, jatuh	kiepoeoeda	362	kipu'uda	k i p u ' u d a	k i p u ʔ u d a						
1109	505	K	zien , opnemen , bekijken , aanzien , afzien	seeing , recording , watching , contemplating , seeing off	melihat, merekam, menonton, merenungkan, melihat	kiepoe(w)a	360	kipu(w)a	k i p u ( w ) a	k i p u ( w ) a						
1110	505	K	aannemen , zich bereid verklaren	accept , declare themselves willing	menerima, menyatakan diri bersedia	kiepohajĕ		kipohayė	k i p o h a y ė	k i p o h a j ə						
1111	505	K	openspringen , uit elkander springen	pop open , jump apart	buka, lompat terpisah	kiepokana	364	kipokana	k i p o k a n a	k i p o k a n a						
1112	505	K	het glaga riet	the glaga reed	buluh glaga	kiepokiepo	365	kipokipo	k i p o k i p o	k i p o k i p o						
1113	505	K	dicht van den regen	dense with rain	padat dengan hujan	kiepoö		kipo'o	k i p o ' o	k i p o ʔ o						
1114	505	K	verbrijzeld , vergruisd	crushed , pulverised	dihancurkan, dihancurkan	kiepopoä	363	kipopo'a	k i p o p o ' a	k i p o p o ʔ a						
1115	505	K	open , uit elkander	open , apart	terbuka, terpisah	kiepoqöaq		kipo'u̇a'	k i p o ' u̇ a '	k i p o ʔ ɨ a ʔ						
1116	505	K	met de vlakke hand om de ooren slaan	slap around the ears with the flat of your hand	menampar telinga dengan telapak tangan yang rata	kieqja	386	ki'ya	k i ' y a	k i ʔ j a						
1117	505	K	geneeskundige	physician	dokter	koahajo	409	koahayo	k o a h a y o	k o a h a j o	èko(q)hajo	Eko(')hayo	E k o ( ' ) h a y o	483	ɛ k o ( ʔ ) h a j o	
1118	505	K	avond , nacht	evening , night	malam, malam	koahie(j)a	393	koahi(y)a	k o a h i ( y ) a	k o a h i ( j ) a						
1119	505	K	middernacht	midnight	tengah malam	koahie(j)a_kapoe	394	koahi(y)a_kapu	k o a h i ( y ) a _ k a p u	k o a h i ( j ) a _ k a p u						
1120	505	K	levend , frisch , versch	alive , fresh , fresh	hidup, segar, segar	köda		ku̇da	k u̇ d a	k ɨ d a						
1121	505	K	het in eens doorslikken , opslikken	swallowing it at once , gobbling it up	menelannya sekaligus, melahapnya	kodo		kodo	k o d o	k o d o						
1122	505	K	voorhoofd	forehead	dahi	koe		ku	k u	k u						
1123	505	K	wanneer , als , toen	when , if , when	ketika , jika , kapan	koeano	395	kuano	k u a n o	k u a n o						
1124	505	K	vertellen , zeggen	tell , say	memberitahu, mengatakan	koedaqä		kuda'a	k u d a ' a	k u d a ʔ a						
1125	505	K	van , afkomstig van	from , coming from	dari , berasal dari	koedè		kudE	k u d E	k u d ɛ						
1126	505	K	waar van daan , van waar	where from , from where	di mana dari , dari mana	koedè:_iejaha		kudE:_iyaha	k u d E : _ i y a h a	k u d ɛ : _ i j a h a						
1127	505	K	van binnen	within	dalam	iepoko		ipoko	i p o k o	i p o k o						
1128	505	K	van buiten	outside	di luar	ietopo	286	itopo	i t o p o	i t o p o						
1129	506	K	gene	that one ; or : shyness	yang itu; atau : rasa malu	koedèja		kudEya	k u d E y a	k u d ɛ j a						
1130	506	K	lichaam , 20 taka’s	body , 20 takas	tubuh, 20 takas	koedodoka	150	kudodoka	k u d o d o k a	k u d o d o k a	taka	taka	t a k a	1371	t a k a	
1131	506	K	uiterste punt , uiteinde , kaap	extreme point , tip , cape	titik ekstrim, ujung, jubah	koedoe	401	kudu	k u d u	k u d u						
1132	506	K	hulp , bijstand ; hulp verleenen , helpen	help , assistance ; giving help , helping	bantuan, pertolongan; memberi bantuan, menolong	koehaie		kuhai	k u h a i	k u h a i						
1133	506	K	ruilen , wisselen , verruilen , verwisselen , veranderen van vorm	exchange , exchange , swap , change shape	pertukaran, pertukaran, pertukaran, perubahan bentuk	koehèdie	404	kuhEdi	k u h E d i	k u h ɛ d i						
1134	506	K	veranderen van den wind	changing of the wind	perubahan angin	koehèdie(j)aq	396	kuhEdi(y)a'	k u h E d i ( y ) a '	k u h ɛ d i ( j ) a ʔ						
1135	506	K	jeukte	itched	gatal	koehiemaq		kuhima'	k u h i m a '	k u h i m a ʔ						
1136	506	K	gaten in de ooren boren om er versierselen in te dragen	drilling holes in the ears to wear ornaments in them	mengebor lubang di telinga untuk memakai ornamen di dalamnya	koeie	397	kui	k u i	k u i	kiedie	kidi	k i d i	978	k i d i	
1136	506	K	gaten in de ooren boren om er versierselen in te dragen	drilling holes in the ears to wear ornaments in them	mengebor lubang di telinga untuk memakai ornamen di dalamnya	koeie_karieha	397	kui_kariha	k u i _ k a r i h a	k u i _ k a r i ç a	kiedie	kidi	k i d i	978	k i d i	
1137	506	K	richting ; doel	direction ; aim	arah; tujuan	koeiehie		kuihi	k u i h i	k u i ç i						
1138	506	K	juist , juist zijn , echt , waar , werkelijk , inderdaad	being right , right , real , true , indeed	menjadi benar, benar, nyata, benar, memang	koeienaq	398	kuina'	k u i n a '	k u i n a ʔ						
1139	506	K	voortschuiven , wegschuiven , toeschuiven	push forward , push away , push forward	dorong ke depan, dorong menjauh, dorong ke depan	koejaq		kuya'	k u y a '	k u j a ʔ						
1140	506	K	lende	loin	pinggang	koekaq		kuka'	k u k a '	k u k a ʔ						
1141	506	K	zekere pisangsoort	certain pisang species	spesies pisang tertentu	koekoebaka		kukubaka	k u k u b a k a	k u k u b a k a						
1142	506	K	zekere boomsoort met goed deugdzaam timmerhout	certain tree species with good decent lumber	spesies pohon tertentu dengan kayu yang baik dan layak	koemènoeè	400	kumEnuE	k u m E n u E	k u m ɛ n u ɛ						
1143	506	K	fijntjes knijpen met vinger en duim	pinch gently with finger and thumb	cubit perlahan dengan jari dan ibu jari	koemoe		kumu	k u m u	k u m u						
1144	506	K	drie steenen voor treeft , om het kooksel er op te zetten	three stones for the trivet , to put the cooking on it	tiga batu untuk tatakan, untuk meletakkan masakan di atasnya	koenajo		kunayo	k u n a y o	k u n a j o						
1145	506	K	in de plaats van iets anders komen , vervangen , vergoeden , vergoeding	substitute for something else , replace , reimburse , compensate	menggantikan sesuatu yang lain, mengganti, mengganti, memberi kompensasi	koepèie		kupEi	k u p E i	k u p ɛ i						
1146	506	K	de lippen	lips	bibir	koeripo	399	kuripo	k u r i p o	k u r i p o						
1147	506	K	ingaan , binnengaan	enter , enter	masuk, masuk	koe(w)a		ku(w)a	k u ( w ) a	k u ( w ) a						
1148	506	K	omlaag zien , bukken	looking down , stooping	melihat ke bawah, membungkuk	koe(w)adie		ku(w)adi	k u ( w ) a d i	k u ( w ) a d i						
1149	506	K	hut	hut	gubuk	kohèaq		kohEa'	k o h E a '	k o h ɛ a ʔ						
1150	506	K	op den schoot houden	hold on your lap	pegang di pangkuan Anda	kohopaie	405	kohopai	k o h o p a i	k o h o p a i						
1151	506	K	kleinkind	grandchild	cucu	kohopie(j)oe	406	kohopi(y)u	k o h o p i ( y ) u	k o h o p i ( j ) u						
1152	506	K	verminderen , slinken	reduce , shrink	mengurangi, menyusut	kokieha		kokiha	k o k i h a	k o k i ç a						
1153	506	K	persen , drukken bij hardlijvigheid	pressing , pushing for constipation	menekan, mendorong sembelit	kokoäaq		koko'aa'	k o k o ' a a '	k o k o ʔ a a ʔ						
1154	506	K	gissen , meenen , denken , vermoeden , berekenen	guessing , thinking , conjecturing , calculating	menebak, berpikir, menduga, menghitung	kokoĕ		kokoė	k o k o ė	k o k o ə						
1155	506	K	lui , traag	lazy , slow	malas, lambat	kokoie(j)aèa		kokoi(y)aEa	k o k o i ( y ) a E a	k o k o i ( j ) a ɛ a						
1156	506	K	naar buiten , naar buiten gaan , te voorschijn komen , uitgaan , uitkomen , voor den dag komen	go out , go out , emerge , go out , come out , emerge	keluar, keluar, muncul, keluar, keluar, keluar, muncul	kokona	407	kokona	k o k o n a	k o k o n a						
1157	506	K	met elkander verzoend , vrede als einde van twist of oorlog	reconciled with each other , peace as the end of strife or war	berdamai satu sama lain, perdamaian sebagai akhir dari perselisihan atau perang	(ko)koro(w)a		(ko)koro(w)a	( k o ) k o r o ( w ) a	( k o ) k o r o ( w ) a						
1158	506	K	het aan beide einden van een stok over de schouders dragen van lasten , wegdragen	carrying loads on both ends of a stick over the shoulders , carrying away	membawa beban di kedua ujung tongkat di atas bahu, membawa pergi	kolè		kolE	k o l E	k o l ɛ						
1159	507	K	los , vrij , ontkomen	loose , free , escape(d)	longgar, bebas, melarikan diri (d)	komojaqä		komoya'a	k o m o y a ' a	k o m o j a ʔ a						
1160	507	K	modder , slib , slik	mud , silt , sludge	lumpur, lumpur, lumpur	komokomo		komokomo	k o m o k o m o	k o m o k o m o						
1161	507	K	verwelkt , verdord	withered , withered	layu, layu	konèka		konEka	k o n E k a	k o n ɛ k a						
1162	507	K	12 u. ’s middags	12 noon	12 siang	konohaq(?)		konoha'(?)	k o n o h a ' ( ? )	k o n o h a ʔ ( ? )						
1163	507	K	afvieren , vieren van touw	loosening , loosening of rope	melonggarkan, melonggarkan tali	kononaq		konona'	k o n o n a '	k o n o n a ʔ						
1164	507	K	rustbank , slaapbank	resting sofa , sofa bed	sofa istirahat, tempat tidur sofa	koöma		ko'oma	k o ' o m a	k o ʔ o m a						
1165	507	K	wurm , rups	worm , caterpillar	cacing, ulat	kopènè		kopEnE	k o p E n E	k o p ɛ n ɛ						
1166	507	K	eene soort van ebbenhout	a kind of ebony	sejenis kayu hitam	kopèq		kopE'	k o p E '	k o p ɛ ʔ						
1167	507	K	begraven , graf	buried , grave	terkubur, kuburan	kopo	402	kopo	k o p o	k o p o						
1168	507	K	zuigen , opzuigen , inzuigen	suck , suck up , suck in	menyedot, menyedot, menyedot	kopodieqie	403	kopodi'i	k o p o d i ' i	k o p o d i ʔ i						
1169	507	K	het in iets gezakt zijn	having sunk into something	setelah tenggelam ke dalam sesuatu	koqoq	299	ko'o'	k o ' o '	k o ʔ o ʔ						
1170	507	K	ronde plaats destijds aangetroffen onder de woning (bijenkorfvorm) , dienende tot bewaarplaats van mandjes en ander huisraad	round place once found under the house (beehive shape) , serving as storage place for baskets and other household goods	tempat bulat yang pernah ditemukan di bawah rumah (bentuk sarang lebah), berfungsi sebagai tempat penyimpanan keranjang dan barang-barang rumah tangga lainnya	koqoqma		ko'o'ma	k o ' o ' m a	k o ʔ o ʔ m a						
1171	507	K	hellen , overhellen	tilt , tilt over	memiringkan, memiringkan	koqowie		ko'owi	k o ' o w i	k o ʔ o w i						
1172	507	K	kennis geven , mededeelen	notify , inform	memberi tahu, menginformasikan	koraq		kora'	k o r a '	k o r a ʔ						
1173	507	M	huwen	marry	menikah	ma(ä)hona		ma('a)hona	m a ( ' a ) h o n a	m a ( ʔ a ) h o n a	hona	hona	h o n a	737	h o n a	grwd.: hona
1174	507	M	zekere pisangsoort	certain pisang species	spesies pisang tertentu	mahamè		mahamE	m a h a m E	m a h a m ɛ						
1175	507	M	vreemd ; een ander , anders , onderscheiden , onderscheid ; geenszins	strange ; another , different , distinct , differentiation ; by no means	aneh; lain, berbeda, berbeda, diferensiasi; sama sekali tidak	mahona(q)	418	mahona(')	m a h o n a ( ' )	m a h o n a ( ʔ )						
1176	507	M	feest bij sterfgevallen	celebration of deaths	perayaan kematian	maonè		maonE	m a o n E	m a o n ɛ						
1177	507	M	wasschen , reinigen	washing , cleaning	mencuci, membersihkan	mĕnokie	420	mėnoki	m ė n o k i	m ə n o k i						
1178	507	M	ver , verte	far , far	jauh, jauh	miemie		mimi	m i m i	m i m i						
1179	507	M	zeer ver	very far	sangat jauh	miemiena		mimina	m i m i n a	m i m i n a						
1180	507	M	vinger	finger	jari	miena	415	mina	m i n a	m i n a						
1180	507	M	vinger	finger	jari	mienaoe(w)apo	415	minau(w)apo	m i n a u ( w ) a p o	m i n a u ( w ) a p o						
1181	507	M	toon	tone , or show	nada, atau pertunjukan	mienaoe(w)aie	414	minau(w)ai	m i n a u ( w ) a i	m i n a u ( w ) a i						
1182	507	M	(mal.) , olie	(mal.) , oil	(mal.), minyak	mienjaq		miña'	m i ñ a '	m i ɲ a ʔ						malay
1183	507	M	bez. vnmwd. van den tweeden persoon	possessive pronoun for the second person	kata ganti kepemilikan untuk orang kedua	moe		mu	m u	m u						
1184	507	M	zekere bamboesoort	certain bamboo species	spesies bambu tertentu	mohoie		mohoi	m o h o i	m o h o i						
1185	507	M	alle , allerlei	all , miscellaneous	semua, lain-lain	mohomohoiena	417	mohomohoina	m o h o m o h o i n a	m o h o m o h o i n a						
1186	507	M	wachten , toeven , verbeiden	wait , linger , wait	tunggu, berlama-lama, tunggu	mokie	439	moki	m o k i	m o k i						
1187	507	M	veel , hoeveelheid	much , amount	banyak , jumlah	moko		moko	m o k o	m o k o						
1188	507	M	duur , hoog in prijs	expensive , high in price	mahal, harga tinggi	moko_èodie_die(j)a	419	moko_Eodi_di(y)a	m o k o _ E o d i _ d i ( y ) a	m o k o _ ɛ o d i _ d i ( j ) a						
1189	507	M	die , dat	which , that	yang mana, bahwa	moö		mo'o	m o ' o	m o ʔ o						
1190	507	N	bij zich hebben , dragen , mede of wegdragen , meenemen , wegbrengen	to carry , carry , carry with or away , take with , take away	membawa, membawa, membawa dengan atau pergi, membawa, membawa pergi	naäie(j)aha		na'ai(y)aha	n a ' a i ( y ) a h a	n a ʔ a i ( j ) a h a						
1191	508	N	voorouders	ancestors	nenek moyang	naäpoe(w)aka(q)	421	na'apu(w)aka(')	n a ' a p u ( w ) a k a ( ' )	n a ʔ a p u ( w ) a k a ( ʔ )						
1192	508	N	aanstonds , eenmaal , in het vervolg , wachten , iets afwachten , ergens op wachten , een oogenblik	right away , once , in the future , waiting , waiting for something , waiting for something , an instant	segera , sekali , di masa depan , menunggu , menunggu sesuatu , menunggu sesuatu , seketika	naèhapè	422	naEhapE	n a E h a p E	n a ɛ h a p ɛ						
1193	508	N	gezegd van iemand die een zijner bloedverwanten door den dood heeft verloren	said of one who has lost a blood relative through death	dikatakan oleh seseorang yang kehilangan saudara sedarah karena kematian	nahaja		nahaya	n a h a y a	n a h a j a						
1194	508	N	schoonouders van de vrouw	wife's parents-in-law	mertua dari istri	naienaie		nainai	n a i n a i	n a i n a i	amanaie	amanai	a m a n a i	42	a m a n a i	
1195	508	N	morgen , den volgenden morgen	tomorrow , the following morning	besok, keesokan paginya	naoemana		naumana	n a u m a n a	n a u m a n a						
1196	508	N	ijdel , tevergeefs , kosteloos	vain , vain , gratuitous	sia-sia, sia-sia, serampangan	naponaq	423	napona'	n a p o n a '	n a p o n a ʔ						
1197	508	N	aannemen , ontvangen	accept , receive	menerima, menerima	naqä		na'a	n a ' a	n a ʔ a						
1198	508	N	medebrengen	bring along	membawa serta	naqie(j)aie		na'i(y)ai	n a ' i ( y ) a i	n a ʔ i ( j ) a i						
1199	508	N	zoo even , onlangs	just now , recently	baru saja, baru-baru ini	nèènie	424	nEEni	n E E n i	n ɛ ɛ n i						
1200	508	N	verscheurd , aan stukken gescheurd	torn , torn to pieces	robek, tercabik-cabik	nènèka		nEnEka	n E n E k a	n ɛ n ɛ k a						
1201	508	N				nie(j)a	425	ni(y)a	n i ( y ) a	n i ( j ) a	die(j)a	di(y)a	d i ( y ) a	96	d i ( j ) a	
1201	508	N				nie(j)a	425	ni(y)a	n i ( y ) a	n i ( j ) a	die(j)ĕ	di(y)ė	d i ( y ) ė	NA	d i ( j ) ə	
1202	508	N	inham , baai	cove , bay	teluk, teluk	nie(j)oöhieniea	426	ni(y)o'ohinia	n i ( y ) o ' o h i n i a	n i ( j ) o ʔ o h i n i a						
1203	508	N	zooals dat	such as that	seperti itu	noaha	322	noaha	n o a h a	n o a h a						
1203	508	N	zooals dat	such as that	seperti itu	kienoaha	322	kinoaha	k i n o a h a	k i n o a h a						
1204	508	N	kunnen , mogen , krijgen	can , may , get	bisa, mungkin, dapatkan	noahaq		noaha'	n o a h a '	n o a h a ʔ						
1205	508	N	schuins , omlaag , zooals eene flesch terwijl er uit geschonken wordt	angled , downwards , like a flask while pouring from it	miring, ke bawah, seperti labu sambil menuangkannya	noèaäq		nua'a'	n u a ' a '	n u a ʔ a ʔ						
1206	508	N	vragen , navraag doen	ask , enquire	bertanya, bertanya	noenohoie	427	nunohoi	n u n o h o i	n u n o h o i						
1207	508	N	toelaten , laten begaan , laat het geschieden of zijn	allow it , let it happen or be	mengizinkannya, membiarkannya terjadi atau menjadi	noha		noha	n o h a	n o h a						
1208	508	N	klein	small	kecil	nokie		noki	n o k i	n o k i						
1209	508	N	nieuw , pas , eerst	new , recently , first	baru, baru-baru ini, pertama	noöienĕ		no'oinė	n o ' o i n ė	n o ʔ o i n ə						
1210	508	N	tegenwoordig , nu	today , now	hari ini, sekarang	noönie		no'oni	n o ' o n i	n o ʔ o n i						
1211	508	N	zooals dit	such as this	seperti ini	no(q)o(q)ie		no(')o(')i	n o ( ' ) o ( ' ) i	n o ( ʔ ) o ( ʔ ) i						
1212	508	O	indien , wanneer	if , when	jika, kapan	oanoaha		oanoaha	o a n o a h a	o a n o a h a						
1213	508	O	stoelgang	stool , bowel movements	tinja, buang air besar	obieoe(w)oeha		obiu(w)uha	o b i u ( w ) u h a	o b i u ( w ) u h a						
1214	508	O	wegleggen , bewaren , opruimen	put away , store , tidy up	menyimpan, menyimpan, merapikan	ödaq		u̇da'	u̇ d a '	ɨ d a ʔ						
1215	508	O	een korten weg nemen , een omweg afsnijden	taking a shortcut , cutting off a diversion	mengambil jalan pintas, memotong pengalihan	odokie	441	odoki	o d o k i	o d o k i						
1216	508	O	van , vanaf	of , from	dari , dari	oe		u	u	u						
1217	508	O	op den grond neerzetten , neerleggen , plaatsen	on the ground , put down , place	di tanah, letakkan, tempatkan	oedaq		uda'	u d a '	u d a ʔ						
1218	508	O	elleboog	elbow	siku	oekèèpa	436	ukEEpa	u k E E p a	u k ɛ ɛ p a						
1219	508	O	proef , de proef nemen , beproeven	test , take the test , try	tes, ikuti tes, coba	oekiedopè	438	ukidopE	u k i d o p E	u k i d o p ɛ						
1220	508	O	bepraten , vleien	talk , flatter	bicara, menyanjung	oemahaie		umahai	u m a h a i	u m a h a i						
1221	508	O	of... of ; ik weet het niet	or... or ; I don't know	atau... atau; Saya tidak tahu	oemahaoe		umahau	u m a h a u	u m a h a u						
1222	508	O	het haar knippen , scheeren	cutting hair , shaving	memotong rambut, mencukur	oenèqie		unE'i	u n E ' i	u n ɛ ʔ i						
1223	508	O	vouw , gevouwen	fold , folded	lipat, dilipat	oeniekaq		unika'	u n i k a '	u n i k a ʔ						
1224	508	O	doove kool	dead cabbage	kubis mati	oeöbie	442	u'obi	u ' o b i	u ʔ o b i						
1225	509	O	stompen , vuistslagen geven	punching , punching	meninju, meninju	oeoe		u'u	u ' u	u ʔ u						
1226	509	O	likken	lick	menjilat	oepanie	431	upani	u p a n i	u p a n i						
1227	509	O	betalen van iets , voldoen	pay for something , satisfy	membayar sesuatu, memuaskan	oepè	432	upE	u p E	u p ɛ						
1228	509	O	verdragen , dragen , op zich nemen	endure , bear , take on	menanggung, menanggung, mengambil	oepĕhöjaäq	433	upėhu̇ya'a'	u p ė h u̇ y a ' a '	u p ə h ɨ j a ʔ a ʔ						
1229	509	O	grootouders	grandparents	kakek-nenek	oepoena(ie)	434	upuna(i)	u p u n a ( i )	u p u n a ( i )						
1230	509	O	ik	I	I	oe(w)a	429	u(w)a	u ( w ) a	u ( w ) a						
1231	509	O	voorbijgaan , voorbij , gepasseerd	pass by , past , passed	melewati , melewati , melewati	oe(w)aha		u(w)aha	u ( w ) a h a	u ( w ) a h a						
1232	509	O	eene ficussoort	a ficus species	spesies ficus	oewĕoewĕ		uwėuwė	u w ė u w ė	u w ə u w ə						
1233	509	O	zooveel mogelijk	as much/many as possibe	sebanyak/sebanyak mungkin	okaie		okai	o k a i	o k a i						
1234	509	O	uittrekken van iets dat ergens in of om bevestigd is	pulling out something fixed in or around something	mencabut sesuatu yang terpasang di dalam atau di sekitar sesuatu	okie		oki	o k i	o k i						
1235	509	O	urineeren	urinate	buang air kecil	omiekoaqaha		omikoa'aha	o m i k o a ' a h a	o m i k o a ʔ a h a						
1236	509	O	ophouden , omhooghouden , om iets op te vangen	hold up , hold up , to catch something	mengangkat , mengangkat , untuk menangkap sesuatu	omö		omu̇	o m u̇	o m ɨ						
1237	509	O	pers. vrnwd. van den 2en persoon ; gijlieden	personal pronoun of the second person ; you (plural)	kata ganti orang kedua; Anda (jamak)	öö		u̇u̇	u̇ u̇	ɨ ɨ						
1238	509	O	op weg afwachten van iemand , in hinderlaag liggen	waiting for someone on the way , lying in ambush	menunggu seseorang dalam perjalanan, berbaring dalam penyergapan	oödokie	440	o'odoki	o ' o d o k i	o ʔ o d o k i						
1239	509	O	slachten van een dier	slaughter of an animal	penyembelihan hewan	oökie(?)		o'oki(?)	o ' o k i ( ? )	o ʔ o k i ( ? )						
1240	509	O	soekoe (stam)	suku (tribe)	suku (suku)	opahie(j)aka		opahi(y)aka	o p a h i ( y ) a k a	o p a h i ( j ) a k a						
1241	509	O	wurgen	strangle	mencekik	opèkaäq		opEka'a'	o p E k a ' a '	o p ɛ k a ʔ a ʔ						
1242	509	O	met iets puntigs krabben , graven of peuteren	scratching , digging or picking with something pointed	menggaruk, menggali atau memetik dengan sesuatu yang runcing	opo		opo	o p o	o p o						
1243	509	O	komen	come	datanglah	owahie		owahi	o w a h i	o w a h i						
1244	509	P	bezoeken , op bezoek gaan	visiting , going to visit	mengunjungi, akan mengunjungi	paämahaie	234	pa'amahai	p a ' a m a h a i	p a ʔ a m a h a i						
1245	509	P	opzetten van eene woning	setting up a dwelling	menyiapkan tempat tinggal	pabèoe		pabEu	p a b E u	p a b ɛ u						
1246	509	P	vermengd , ondereengemengd	mixed , unmixed	dicampur, tidak tercampur	paboedajaq	235	pabudaya'	p a b u d a y a '	p a b u d a j a ʔ						
1247	509	P	gaar , rijp	done , ripe	selesai, matang	paböha	236	pabu̇ha	p a b u̇ h a	p a b ɨ h a	paha böhaq	paha bu̇ha'	p a h a # b u̇ h a '	1262	p a h a # b ɨ h a ʔ	v.g.l.: paha böhaq
1248	509	P	huwelijk , huwen	marriage , marrying	pernikahan , menikah	padahèboe(w)a	237	padahEbu(w)a	p a d a h E b u ( w ) a	p a d a h ɛ b u ( w ) a						
1249	509	P	hangen , opgehangen zijn aan iets	hanging , being suspended from something	menggantung, digantung dari sesuatu	padaiejaäq		padaiya'a'	p a d a i y a ' a '	p a d a i j a ʔ a ʔ						
1250	509	P	verward , door elkander , dooreengemengd	confused , mixed up , intermingled	bingung, campur aduk, bercampur aduk	padiehoie(j)aqä	260	padihoi(y)a'a	p a d i h o i ( y ) a ' a	p a d i ç o i ( j ) a ʔ a						
1251	509	P	bedaard , zacht , stilletjes , langzaam	subdued , gentle , quiet , slow	tenang, lembut, tenang, lambat	padiehopie	259	padihopi	p a d i h o p i	p a d i ç o p i						
1252	509	P	tegenpartij , tegenstander	counterparty , opponent	rekanan, lawan	padiekaä	261	padika'a	p a d i k a ' a	p a d i k a ʔ a						
1253	509	P	bij elkander verzameld	gathered together	berkumpul bersama	padoedoie		padudoi	p a d u d o i	p a d u d o i						
1254	509	P	het benoodigd materiaal voor het tot stand brengen van een of ander	the material required to create one or other	bahan yang dibutuhkan untuk membuat satu atau beberapa	padoewaä		paduwa'a	p a d u w a ' a	p a d u w a ʔ a						
1255	509	P	hangen , opgehangen zijn aan iets	hanging , being suspended from something	menggantung, digantung dari sesuatu	paèdoha	443	paEdoha	p a E d o h a	p a ɛ d o h a						
1256	509	P	bloedverwant ( ? )	blood relative ( ? )	saudara sedarah (?)	paèhie		paEhi	p a E h i	p a ɛ h i						
1257	509	P	verhuizen , naar eene andere plaats overbrengen , verplaatsen	move , transfer to another place , relocate	pindah, pindah ke tempat lain, pindah	paèho		paEho	p a E h o	p a ɛ h o						
1258	510	P	overspel bedrijven , buitenechtelijke gemeenschap , minnehandel hebben	commit adultery , have extra-marital intercourse , engage in minstrelsy	melakukan perzinahan, melakukan hubungan seksual di luar nikah, terlibat dalam pengamen	paèie		paEi	p a E i	p a ɛ i						
1259	510	P	opzetten van eene woning	setting up a dwelling	menyiapkan tempat tinggal	paènoe		paEnu	p a E n u	p a ɛ n u						
1260	510	P	om het eerst trachten te bemachtigen ; met zijn velen wedijveren om iets meester te worden	to try to get it first ; competing with many to become master of something	mencoba untuk mendapatkannya terlebih dahulu; bersaing dengan banyak orang untuk menjadi tuan atas sesuatu	pahabieaäq	444	pahabia'a'	p a h a b i a ' a '	p a h a b i a ʔ a ʔ						
1261	510	P	streng , kluwen	strand , tangle	untai, kusut	pahaboe(w)ĕ		pahabu(w)ė	p a h a b u ( w ) ė	p a h a b u ( w ) ə						
1262	510	P	gaar , rijp , koken , gaar maken	cooked , ripe , boiling , cooking	dimasak, matang, mendidih, memasak	pa(ha)böhaq	233	pa(ha)bu̇ha'	p a ( h a ) b u̇ h a '	p a ( h a ) b ɨ h a ʔ						
1263	510	P	vergelden , beantwoorden , vergoeden , weeromgeven	to retaliate , to answer , to compensate , to return	untuk membalas, untuk menjawab, untuk mengkompensasi, untuk mengembalikan	pahadodie(j)aäq		pahadodi(y)a'a'	p a h a d o d i ( y ) a ' a '	p a h a d o d i ( j ) a ʔ a ʔ						
1264	510	P	schuldgevoel , berouw	guilt , repentance	rasa bersalah , pertobatan	pahadoho	241	pahadoho	p a h a d o h o	p a h a d o h o						
1264	510	P	schuldgevoel , berouw	guilt , repentance	rasa bersalah , pertobatan	pahadoho_èkiedjaie(j)oe	241	pahadoho_Ekijai(y)u	p a h a d o h o _ E k i j a i ( y ) u	p a h a d o h o _ ɛ k i d͡ʒ a i ( j ) u						
1265	510	P	te vuur zetten om te koken	set fire to cook	membakar untuk memasak	pahaèkoe		pahaEku	p a h a E k u	p a h a ɛ k u						
1266	510	P	het feest gegeven bij het te water laten van een sampan	the party given at the launch of a sampan	pesta yang diberikan pada saat peluncuran sampan	pahakè(j)aq		pahakE(y)a'	p a h a k E ( y ) a '	p a h a k ɛ ( j ) a ʔ						
1267	510	P	rots , gesteente	rock , stone	batu, batu	pahakie(j)a	445	pahaki(y)a	p a h a k i ( y ) a	p a h a k i ( j ) a						
1268	510	P	vast , standvastig , bestendig	firm , steadfast , resistant	tegas, tabah, tahan	pahakoienanaq		pahakoinana'	p a h a k o i n a n a '	p a h a k o i n a n a ʔ						
1269	510	P	de korte redevoering gehouden bij het «kaléak(oe)baba» feest	The short speech delivered at the “kaléak(oe)baba” celebration	Pidato singkat yang disampaikan pada perayaan ""kaléak(oe)baba""	pahaö		paha'o	p a h a ' o	p a h a ʔ o						
1270	510	P	in bedwang houden , beletten	restrain , prevent	menahan, mencegah	pahapèaq		pahapEa'	p a h a p E a '	p a h a p ɛ a ʔ						
